claim_uid,file_num,data_set,cont_num,proc_unit,plan_num,claim_type,line_code,coverage_code,pay_cat,claim_open,date_event,date_open,date_close,date_v1m_xmit,clmnt_ssn,clmnt_dob,clmnt_gender,clmnt_country,clmnt_state,pay_code,pay_type,paid_1,paid_3,amount,state_juris,our_cause_2,our_cause_3,our_cause_4,date_rpted_cms,days_to_cms,reserve_3,reserve_6,reserve_status,is_v1m_extracted,excl_reason
1000243.138,18WC163429,WC,6107,76,2785,OT,ZE,LT,PD,False,06/28/2021,07/17/2021,01/12/2022,04/10/2023,299480133,11/05/1951,M,USA,OK,354,SYS,9770.36,20037.19,9094.15,27,LIFT,SPRAIN,HAND,12/15/2021,151.0,0.0,0.0,,0,coverage_code|line_code
1000244.695,21WC728896,AU,6426,76,3318,MO,WC,,MP,True,09/08/2021,09/14/2021,,,999999999,10/07/1944,M,USA,WY,142,SYS,9212.23,98987.8,3691.89,,,,,,,0.0,0.0,,0,
1000245.03,18WC249319,WC,8216,25,3585,OT,GR,,BI,True,05/02/2018,05/09/2018,,04/16/2021,348714030,03/27/1930,F,MEX,UT,183,SYS,16919.16,21023.74,4616.42,42,CAUGHT,CONTUS,HIP,09/27/2018,141.0,0.0,0.0,,0,line_code
1000246.878,18WC224249,WC,3143,25,1785,OT,WC,WA,PD,True,07/26/2021,08/15/2021,,,123456789,04/02/1979,F,USA,NC,390,SYS,10461.88,8140.77,4759.61,06,CUT,STRAIN,SHOULDER,01/22/2022,160.0,0.0,0.0,,0,coverage_code
1000247.388,23WC887623,WC,7132,64,3125,MO,WC,,CL,False,03/12/2022,03/29/2022,09/16/2023,,654750600,04/15/1958,M,USA,MD,348,MAN,7860.47,84243.16,2619.84,48,MVA,STRAIN,HEAD,08/19/2022,143.0,0.0,0.0,,1,
1000248.041,22WC751297,WC,7982,58,2915,MO,WC,,CM,True,07/31/2023,08/11/2023,,03/24/2024,661105884,09/17/1977,M,USA,IA,109,SYS,1914.07,20030.66,2046.8,42,STRUCK,SURGERY,HEAD,10/28/2023,78.0,134827.56,16716.2,A,1,
1000249.009,20WC395536,WC,7617,52,4366,OT,GR,WA,BI,True,04/18/2023,05/09/2023,,,408303718,08/08/1972,F,USA,NJ,310,SYS,42290.08,42879.3,9425.1,39,STRAIN,RUPTURE,WRIST,10/28/2023,172.0,0.0,0.0,,0,coverage_code|line_code
1000250.03,19WC705561,WC,6007,96,1039,OT,ZE,,PD,True,07/12/2020,07/26/2020,,,708694910,10/26/1930,M,CAN,MI,377,MAN,28693.94,39088.59,3875.05,39,LIFT,BURN,ANKLE,10/12/2020,78.0,0.0,0.0,,0,line_code
1000251.475,20WC697179,WC,5992,12,1702,MO,ZE,ZE,PI,False,05/12/2018,06/08/2018,11/20/2019,08/31/2020,396373374,09/03/1951,F,USA,ND,141,SYS,19555.26,98959.51,1378.46,39,REPETIT,STRAIN,ANKLE,08/29/2018,82.0,0.0,0.0,,0,coverage_code|line_code
1000252.13,19WC424803,WC,8779,21,3472,OT,WC,ZE,PI,False,08/21/2023,09/13/2023,07/21/2024,,999999999,08/15/1948,F,USA,WV,182,SYS,17339.09,84263.95,7944.23,39,CUT,CONTUS,ANKLE,12/15/2023,93.0,0.0,0.0,,0,coverage_code
1000253.18,22WC868862,WC,8502,50,4730,OT,WC,WA,OT,False,01/27/2019,02/09/2019,04/24/2019,,123456789,12/24/1932,M,IND,WI,347,SYS,37769.84,50439.48,7817.16,39,REPETIT,CONTUS,HEAD,05/03/2019,83.0,0.0,0.0,,0,coverage_code|invalid_ssn_non_us
1000254.506,21WC128015,WC,8568,49,2407,IO,WC,,MP,True,06/04/2018,06/05/2018,,,687967607,02/18/1932,M,USA,NH,135,SYS,8529.45,1806.61,1095.1,17,LIFT,BURN,ANKLE,08/17/2018,73.0,0.0,0.0,,0,claim_type_IO
1000255.078,24WC111755,AU,5477,20,2804,MO,WC,,CL,False,05/22/2018,06/20/2018,02/26/2019,,651671685,08/02/1939,M,USA,MO,325,SYS,45437.82,19998.57,258.78,,,,,,,0.0,0.0,,0,
1000256.015,24WC301485,AU,2035,29,4927,MO,ZE,,CL,True,11/16/2019,11/18/2019,,09/17/2021,642253394,07/04/1984,M,USA,MN,141,MAN,15812.01,38918.67,4641.88,,,,,,,0.0,0.0,,0,line_code
1000257.066,24WC391983,GL,7046,6,1275,MO,WC,,CM,False,08/09/2023,08/13/2023,04/16/2025,09/30/2023,647906367,12/05/1954,F,USA,WI,340,MAN,24106.52,33510.52,6124.48,,,,,,,0.0,0.0,,1,
1000258.382,23WC877848,WC,9249,77,3886,MO,WC,,OT,True,05/24/2019,06/03/2019,,,082082254,04/05/1939,F,USA,AZ,192,MAN,49427.57,44372.62,8785.59,36,STRUCK,SPRAIN,BACK,11/13/2019,163.0,25137.83,1392.82,A,1,
1000259.801,23WC854452,WC,7251,68,2317,MO,WC,WA,BI,True,09/22/2018,10/20/2018,,,145272058,09/27/1948,M,USA,CO,359,SYS,8207.94,19753.63,4297.77,26,STRAIN,SURGERY,HEAD,04/15/2019,177.0,59055.13,8696.19,P,0,coverage_code
1000260.378,21WC562816,WC,9279,80,4010,MO,GR,,CM,False,05/29/2023,05/30/2023,09/08/2024,,308778802,03/09/1953,F,USA,NJ,171,MAN,24042.22,33323.41,7177.15,12,MVA,LACERA,BACK,07/02/2023,33.0,0.0,0.0,,0,line_code
1000261.862,23WC860579,WC,9052,52,4791,MO,WC,LT,PD,True,04/23/2022,05/09/2022,,,040166305,04/25/1969,F,GBR,NC,381,MAN,18409.03,5770.46,3914.8,39,STRAIN,LACERA,WRIST,06/16/2022,38.0,7612.53,918.5,A,0,coverage_code
1000262.697,23WC255067,WC,8463,89,1603,MO,WC,ZE,OT,True,10/24/2019,10/25/2019,,10/21/2023,999999999,07/09/1969,F,USA,OH,348,MAN,15398.94,41160.9,8776.36,53,LIFT,STRAIN,NECK,02/20/2020,118.0,9861.1,1182.35,A,0,coverage_code
1000263.987,24WC615609,WC,2588,9,4169,OT,WC,,MP,True,03/27/2021,04/20/2021,,05/06/2022,203632982,08/19/1933,M,USA,AR,324,SYS,49147.36,87161.55,4463.23,51,CUT,STRAIN,SHOULDER,06/09/2021,50.0,0.0,0.0,,1,
1000264.378,20WC167384,WC,1486,76,1961,OT,WC,WA,CM,True,02/17/2019,02/18/2019,,,597061587,01/13/1955,F,IND,WI,354,SYS,18539.26,89015.22,9994.51,47,STRAIN,SPRAIN,ANKLE,06/24/2019,126.0,0.0,0.0,,0,coverage_code
1000265.611,20WC446297,WC,1050,59,4565,OT,WC,LT,CM,False,07/23/2019,07/24/2019,02/16/2021,,835326037,11/28/1951,F,USA,TX,181,SYS,831.52,36020.56,552.97,27,CAUGHT,RUPTURE,HAND,12/25/2019,154.0,0.0,0.0,,0,coverage_code
1000266.4,22WC932527,WC,6708,55,4846,OT,ZE,WA,BI,False,04/26/2022,05/06/2022,10/29/2022,,999999999,05/27/1932,F,USA,NH,390,SYS,33132.11,24090.16,2195.24,27,LIFT,STRAIN,ANKLE,06/12/2022,37.0,0.0,0.0,,0,coverage_code|line_code
1000267.16,20WC502118,PF,5594,29,3945,MO,ZE,,CL,True,05/20/2019,06/11/2019,,,093895453,11/11/1963,F,IND,TN,371,SYS,40422.37,22355.08,1245.33,,,,,,,0.0,0.0,,0,line_code
1000268.088,18WC456765,AU,4083,97,4858,MO,WC,,PI,True,07/07/2021,07/20/2021,,11/23/2021,195506942,11/26/1941,M,USA,RI,175,SYS,26914.65,46060.28,1532.54,,,,,,,0.0,0.0,,0,no_rre
1000269.837,21WC813011,WC,3416,78,2160,MO,GR,WA,CM,True,05/21/2018,06/10/2018,,,281919404,04/16/1956,F,USA,MO,142,SYS,41394.23,21061.31,7353.32,27,STRAIN,FRACT,SHOULDER,11/11/2018,154.0,45417.58,6414.67,A,0,coverage_code|line_code
1000270.991,22WC511341,WC,7922,88,2939,MO,GR,,MP,False,10/22/2018,11/08/2018,09/23/2019,,877716452,10/28/1940,M,USA,VA,383,SYS,28857.87,44188.37,4876.17,51,MVA,LACERA,HAND,01/27/2019,80.0,0.0,0.0,,0,line_code
1000271.735,18WC479821,AU,2671,88,4217,MO,WC,,CL,True,11/21/2019,12/21/2019,,,054168445,07/05/1948,F,USA,DE,350,MAN,29807.77,17248.7,7477.48,,,,,,,0.0,0.0,,0,
1000272.991,23WC790507,WC,8597,85,2565,MO,ZE,WA,MP,True,02/13/2022,02/14/2022,,06/29/2023,522290378,08/09/1948,M,USA,ID,382,MAN,21682.82,57142.31,1084.47,48,BURN,CONTUS,ANKLE,03/21/2022,35.0,4463.73,572.91,P,0,coverage_code|line_code
1000273.064,24WC713124,WC,3034,98,4084,MO,ZE,,PI,True,01/08/2020,01/09/2020,,,132743379,09/09/1932,M,USA,DE,346,SYS,8580.16,97710.31,6615.78,12,STRUCK,FRACT,HIP,04/23/2020,105.0,69532.45,8309.83,A,0,line_code
1000274.606,22WC320032,AU,2623,86,4357,MO,WC,,PI,False,08/04/2019,08/14/2019,04/20/2020,,222765883,10/14/1953,M,USA,KY,383,SYS,22803.39,94474.05,6797.6,,,,,,,0.0,0.0,,0,no_rre
1000275.143,19WC173985,GL,5414,83,3854,OT,WC,LT,PD,True,09/26/2023,10/16/2023,,,807566209,04/03/1949,F,USA,DE,370,SYS,32008.87,36281.95,3401.82,,,,,,,0.0,0.0,,0,coverage_code
1000276.273,24WC936865,WC,5484,2,1401,MO,WC,,BI,True,05/21/2019,05/27/2019,,,827631566,10/28/1952,F,USA,RI,106,SYS,15899.82,75187.29,1888.66,27,BURN,BURN,NECK,10/07/2019,133.0,4598.36,404.1,A,1,
1000277.053,23WC770242,WC,5082,88,3493,MO,GR,,PI,False,12/03/2022,12/15/2022,06/11/2024,,000000000,06/28/1985,M,USA,CA,311,SYS,28765.83,8458.51,2929.92,51,REPETIT,FRACT,ANKLE,05/24/2023,160.0,0.0,0.0,,0,line_code
1000278.932,19WC602955,WC,9438,89,3772,OT,ZE,,MP,True,02/26/2018,03/18/2018,,,436908755,12/22/1974,M,USA,HI,367,SYS,8740.71,36705.09,1419.86,42,FALL,INFLAM,WRIST,07/23/2018,127.0,0.0,0.0,,0,line_code
1000279.17,18WC454375,AU,5093,71,4484,IO,WC,,PD,True,06/02/2023,06/12/2023,,04/30/2024,223408447,08/20/1961,F,USA,AL,178,SYS,5358.2,34972.17,7252.09,,,,,,,0.0,0.0,,0,claim_type_IO
1000280.402,18WC206260,WC,9062,26,1347,OT,WC,,MP,True,05/23/2019,06/22/2019,,02/25/2023,482516133,03/18/1943,F,USA,NH,356,SYS,6993.72,74709.11,157.52,51,STRAIN,STRAIN,HAND,10/02/2019,102.0,0.0,0.0,,1,
1000281.395,23WC447302,WC,3627,87,1815,OT,ZE,,BI,True,09/21/2022,10/07/2022,,,333976552,07/05/1953,M,MEX,FL,164,SYS,38369.25,23650.49,6815.27,42,SLIP,CONCUSS,BACK,02/25/2023,141.0,0.0,0.0,,0,line_code
1000282.48,20WC609533,WC,8028,32,3529,MO,GR,,PI,False,10/18/2020,10/27/2020,08/22/2021,,841553251,02/23/1955,M,USA,PA,319,SYS,6023.06,40128.32,2811.23,12,MVA,INFLAM,BACK,01/16/2021,81.0,0.0,0.0,,0,line_code
1000283.091,18WC498828,WC,9602,40,3867,OT,WC,,PD,True,10/12/2022,10/28/2022,,,113355957,12/14/1941,M,USA,AR,100,SYS,33021.54,32163.96,2924.64,17,CUT,STRAIN,ANKLE,01/13/2023,77.0,0.0,0.0,,1,
1000284.334,18WC201593,AU,1223,89,3260,IO,WC,,PD,False,01/20/2022,02/13/2022,09/07/2023,,283279574,02/05/1958,M,USA,TN,324,SYS,3743.98,54657.9,3494.69,,,,,,,0.0,0.0,,0,claim_type_IO
1000285.725,24WC311811,WC,3518,6,1523,MO,WC,ZE,CL,False,10/31/2020,11/29/2020,07/25/2022,,957902923,09/17/1943,M,USA,LA,316,SYS,2272.26,56617.48,7964.46,53,STRAIN,INFLAM,WRIST,05/14/2021,166.0,0.0,0.0,,0,coverage_code
1000286.87,18WC273558,WC,9345,50,3303,IO,WC,,OT,True,01/17/2021,01/24/2021,,04/15/2022,010667462,09/09/1953,F,USA,ME,370,SYS,8555.45,4561.25,2458.35,04,MVA,SURGERY,SHOULDER,05/03/2021,99.0,0.0,0.0,,0,claim_type_IO
1000287.873,18WC773618,WC,4441,70,1475,MO,ZE,,CL,True,02/20/2022,03/03/2022,,,740186691,06/02/1977,M,USA,IA,335,SYS,12799.36,1563.85,6607.44,47,CUT,STRAIN,ANKLE,06/06/2022,95.0,7370.23,774.52,P,0,line_code
1000288.221,20WC313824,GL,7480,20,2827,MO,GR,LT,MP,False,02/18/2022,02/23/2022,06/28/2022,,836233095,03/21/1953,F,USA,HI,350,SYS,3472.71,7204.87,2528.01,,,,,,,0.0,0.0,,0,coverage_code|line_code
1000289.909,21WC205102,AU,9631,18,3976,IO,WC,ZE,BI,True,03/28/2022,04/10/2022,,,660062166,05/05/1932,M,USA,AL,369,SYS,42636.01,8496.52,1478.38,,,,,,,0.0,0.0,,0,coverage_code|claim_type_IO
1000290.76,21WC955076,WC,6037,43,2961,MO,WC,,OT,True,12/31/2020,01/21/2021,,04/22/2021,304148382,03/01/1985,M,USA,NV,345,MAN,14342.31,92169.09,6875.73,06,LIFT,RUPTURE,SHOULDER,03/20/2021,58.0,42186.75,2431.18,A,1,
1000291.118,18WC145452,GL,3476,23,2755,OT,WC,ZE,PI,False,10/08/2022,10/13/2022,09/16/2023,,897144442,05/26/1982,M,USA,GA,199,SYS,19529.98,72134.35,7876.91,,,,,,,0.0,0.0,,0,coverage_code
1000292.478,18WC218661,GL,8004,95,2140,MO,WC,,PI,True,01/15/2020,02/09/2020,,,711539859,03/26/1980,M,USA,OK,368,SYS,26810.63,23011.45,927.82,,,,,,,0.0,0.0,,1,
1000293.527,24WC827186,PF,4594,91,1357,MO,WC,,PI,True,03/12/2018,03/24/2018,,,999999999,09/14/1934,M,USA,IA,107,MAN,35198.14,37746.08,360.83,,,,,,,0.0,0.0,,0,no_rre
1000294.372,23WC211159,GL,2208,62,4430,OT,WC,,PI,True,02/05/2022,02/10/2022,,09/15/2023,427202989,12/17/1934,F,USA,WA,356,MAN,660.47,11126.67,694.01,,,,,,,0.0,0.0,,1,
1000295.604,19WC627743,WC,1178,51,4410,MO,ZE,,OT,True,11/22/2020,12/22/2020,,,161351507,12/07/1934,F,USA,IA,371,MAN,42085.65,81655.88,4737.52,42,SLIP,INFLAM,SHOULDER,02/03/2021,43.0,6951.62,482.95,A,0,line_code
1000296.104,20WC732490,PF,6497,4,1981,MO,WC,,BI,True,09/25/2018,10/02/2018,,,565260531,10/19/1932,M,USA,NM,105,SYS,423.94,35664.91,2895.78,,,,,,,0.0,0.0,,1,
1000297.195,24WC509617,AU,6831,17,3878,OT,WC,,MP,True,08/25/2023,08/29/2023,,,816497815,01/10/1957,M,USA,NJ,110,HIS,11578.5,21564.72,6846.45,,,,,,,0.0,0.0,,0,
1000298.719,22WC641380,AU,9574,100,2398,MO,WC,,PD,False,01/15/2022,02/04/2022,05/21/2023,02/03/2024,397313422,03/19/1963,F,USA,AL,398,MAN,43376.68,79738.3,8961.83,,,,,,,0.0,0.0,,1,
1000299.455,19WC409967,WC,2116,36,3361,MO,WC,,BI,False,01/04/2020,01/27/2020,11/16/2020,,000000000,01/12/1990,F,USA,SC,390,SYS,22041.38,51247.93,6283.86,42,CAUGHT,STRAIN,ANKLE,07/04/2020,159.0,0.0,0.0,,1,
1000300.991,18WC750760,GL,1934,96,4238,MO,ZE,ZE,BI,True,09/26/2019,10/24/2019,,,875103655,11/03/1944,F,USA,TN,168,SYS,36588.91,91746.04,9232.66,,,,,,,0.0,0.0,,0,coverage_code|line_code
1000301.768,19WC521024,WC,2056,41,2402,OT,WC,,CL,True,05/05/2023,05/09/2023,,07/27/2023,123456789,07/02/1949,F,USA,NM,127,SYS,47632.25,68367.14,2771.5,06,MVA,STRAIN,SHOULDER,06/25/2023,47.0,0.0,0.0,,1,
1000302.082,24WC846802,WC,7877,69,1876,OT,WC,,CM,False,08/09/2018,08/12/2018,11/23/2019,,169265723,08/18/1989,M,IND,MN,390,MAN,19456.9,993.15,7852.42,26,STRAIN,STRAIN,NECK,10/18/2018,67.0,0.0,0.0,,1,
1000303.939,23WC965321,AU,6186,2,1616,MO,WC,,CM,False,07/20/2021,07/24/2021,07/14/2023,,004582060,10/04/1950,M,USA,IL,389,SYS,30047.17,21613.73,2176.65,,,,,,,0.0,0.0,,0,
1000304.68,18WC488241,WC,1265,39,4672,MO,WC,,CL,False,08/07/2023,08/28/2023,11/23/2024,,556558572,02/06/1980,F,USA,ID,320,SYS,21793.81,28502.79,6630.1,06,SLIP,SURGERY,NECK,10/22/2023,55.0,0.0,0.0,,0,no_rre
1000305.806,18WC193992,GL,1269,80,4819,MO,WC,,CL,True,02/13/2019,03/06/2019,,,297543472,09/13/1944,M,USA,NM,344,SYS,20646.74,82041.8,7067.97,,,,,,,0.0,0.0,,0,
1000306.008,20WC920192,WC,9316,37,2096,OT,WC,,CM,True,08/26/2022,09/17/2022,,,016042513,12/20/1992,F,USA,OR,390,SYS,27786.98,39136.24,6201.05,39,FALL,CONCUSS,ANKLE,11/18/2022,62.0,0.0,0.0,,0,no_rre
1000307.39,23WC282155,WC,6213,68,1648,MO,WC,,CL,True,06/02/2019,06/19/2019,,,781814264,06/07/1969,M,USA,NV,198,MAN,7652.43,61809.96,5482.36,48,CUT,INFLAM,BACK,08/21/2019,63.0,11572.35,835.24,A,0,no_rre
1000308.535,19WC861593,PF,7195,100,2066,OT,WC,,BI,True,08/12/2019,09/02/2019,,,000000000,03/03/1938,M,USA,MS,126,SYS,20687.26,48651.73,6294.26,,,,,,,0.0,0.0,,1,
1000309.42,20WC764327,WC,3640,24,2223,MO,WC,WA,OT,False,05/09/2018,05/13/2018,06/02/2019,,560012596,02/07/1938,M,USA,ND,319,SYS,43343.71,11478.85,2247.88,42,MVA,LACERA,KNEE,07/14/2018,62.0,0.0,0.0,,0,coverage_code
1000310.268,21WC308915,WC,6711,92,3258,OT,WC,,CL,True,07/24/2023,08/07/2023,,,178264606,10/26/1965,F,USA,IN,390,SYS,21673.58,44615.77,6003.66,17,CAUGHT,CONCUSS,KNEE,12/13/2023,128.0,0.0,0.0,,1,
1000311.374,23WC959142,WC,8364,22,4643,MO,WC,,OT,False,08/06/2022,08/16/2022,07/06/2024,,408041879,07/26/1940,M,USA,CA,147,SYS,7251.98,31445.29,195.37,53,FALL,SPRAIN,HAND,01/12/2023,149.0,0.0,0.0,,1,
1000312.233,18WC504321,WC,4477,69,1890,MO,WC,,CL,False,11/03/2018,11/22/2018,02/26/2020,,833413247,08/16/1955,M,IND,DE,121,MAN,16343.74,38285.75,5806.5,17,FALL,CONCUSS,BACK,04/19/2019,148.0,0.0,0.0,,1,
1000313.403,22WC653138,WC,6528,84,1066,MO,WC,,CM,True,08/28/2022,09/21/2022,,,082725132,07/10/1931,F,USA,TN,390,SYS,42153.78,93770.38,1117.16,12,FALL,FRACT,SHOULDER,11/16/2022,56.0,45813.95,2693.94,A,0,no_rre
1000314.816,22WC105181,AU,1860,34,4618,MO,WC,,PD,True,11/04/2018,11/13/2018,,,277902791,02/05/1988,F,USA,WI,352,MAN,6118.67,52758.89,5821.06,,,,,,,0.0,0.0,,0,
1000315.976,20WC910175,AU,8909,29,1376,MO,GR,,CL,True,12/06/2018,12/18/2018,,,753271279,01/07/1945,M,USA,NJ,324,SYS,10433.07,59052.31,5323.68,,,,,,,0.0,0.0,,0,line_code
1000316.858,24WC426972,AU,8439,85,1630,OT,WC,,PI,False,01/29/2022,02/11/2022,12/08/2023,,193094553,05/28/1951,M,USA,CT,195,SYS,9351.49,2858.62,6652.67,,,,,,,0.0,0.0,,1,
1000317.266,22WC188150,WC,8070,28,1616,MO,WC,,OT,True,09/28/2021,09/30/2021,,,392946924,07/06/1936,F,USA,NY,313,MAN,2493.57,24894.42,1199.72,48,FALL,FRACT,NECK,01/06/2022,98.0,47942.99,4280.76,A,1,
1000318.734,23WC381298,WC,4371,22,4218,MO,WC,WA,PD,True,03/25/2021,04/18/2021,,12/20/2023,874893910,02/06/1951,M,USA,NJ,101,MAN,23730.03,33405.41,1857.4,17,LIFT,CONTUS,BACK,08/16/2021,120.0,15085.87,919.31,A,0,coverage_code
1000319.567,20WC975937,WC,9607,66,1685,IO,WC,LT,BI,False,02/14/2019,02/24/2019,03/03/2020,,559337971,01/27/1944,F,USA,MI,384,MAN,24217.74,26993.74,5241.16,06,FALL,CONTUS,ANKLE,05/21/2019,86.0,0.0,0.0,,0,coverage_code|claim_type_IO
1000320.659,19WC474545,WC,1506,32,3365,IO,ZE,,PD,True,04/25/2020,05/19/2020,,,111368928,09/06/1987,F,GBR,MI,353,SYS,15466.16,4110.0,5248.77,42,CUT,STRAIN,ANKLE,10/12/2020,146.0,0.0,0.0,,0,line_code|claim_type_IO
1000321.567,24WC930829,WC,5726,15,4970,MO,WC,WA,PI,True,03/26/2023,04/17/2023,,,681214975,05/01/1932,F,USA,ME,315,SYS,24418.32,509.02,3587.33,47,FALL,FRACT,HEAD,06/21/2023,65.0,45213.7,5268.87,A,0,coverage_code
1000322.954,23WC383816,WC,4224,56,3397,MO,WC,,BI,True,04/23/2023,05/23/2023,,,433521608,10/10/1978,M,USA,UT,374,SYS,34166.06,19950.67,1443.34,37,STRAIN,SURGERY,HEAD,07/13/2023,51.0,58242.56,3471.5,P,1,
1000323.694,22WC818445,AU,6859,60,2450,MO,WC,,MP,False,03/05/2023,03/06/2023,05/02/2023,,774184955,06/05/1991,F,USA,MT,351,SYS,40374.05,87491.09,4656.19,,,,,,,0.0,0.0,,0,
1000324.055,24WC781448,WC,6464,78,1398,MO,WC,,CL,True,09/19/2021,10/17/2021,,,758920869,03/18/1992,F,USA,UT,319,SYS,31411.97,71914.2,9371.66,27,REPETIT,CONCUSS,HAND,12/15/2021,59.0,21988.4,1327.24,A,1,
1000325.833,21WC509693,WC,2996,39,2657,OT,WC,,CM,False,12/02/2020,12/29/2020,04/22/2022,,443190355,12/22/1956,M,USA,WV,325,SYS,24023.32,28944.9,1090.19,26,REPETIT,SPRAIN,HEAD,05/08/2021,130.0,0.0,0.0,,1,
1000326.464,24WC545469,WC,1458,37,2872,MO,WC,,BI,False,05/25/2021,05/27/2021,04/29/2023,,364187667,05/01/1988,M,USA,NC,190,SYS,19531.22,6276.58,6593.6,42,CUT,SPRAIN,WRIST,07/31/2021,65.0,0.0,0.0,,1,
1000327.303,21WC171523,GL,8926,49,4942,OT,WC,WA,PI,False,09/08/2023,10/03/2023,07/24/2024,12/24/2023,595459577,02/02/1942,M,USA,HI,312,SYS,46711.7,47641.3,7623.1,,,,,,,0.0,0.0,,0,coverage_code
1000328.981,24WC868236,WC,2728,23,3982,MO,GR,,BI,True,09/11/2018,10/01/2018,,07/26/2019,384780483,02/23/1979,F,USA,SD,325,SYS,12624.75,43751.49,2932.28,12,MVA,INFLAM,HIP,12/19/2018,79.0,2375.48,141.63,A,0,line_code
1000329.81,18WC477027,PF,7686,74,3238,MO,WC,,CL,True,12/04/2023,12/20/2023,,,513465841,03/26/1947,M,USA,SD,309,SYS,39119.37,29822.7,1267.48,,,,,,,0.0,0.0,,0,
1000330.601,20WC123637,WC,5750,33,2599,IO,WC,,CM,True,10/09/2019,10/19/2019,,,978746115,12/04/1947,F,GBR,TN,143,SYS,13044.06,33454.12,7670.89,36,STRAIN,BURN,FINGER,12/03/2019,45.0,0.0,0.0,,0,claim_type_IO|invalid_ssn_non_us
1000331.236,18WC944797,GL,1579,45,1289,MO,WC,LT,OT,True,11/27/2018,12/26/2018,,,043140584,11/12/1937,F,USA,IA,102,SYS,26709.29,86029.45,6851.22,,,,,,,0.0,0.0,,0,coverage_code
1000332.738,22WC605595,WC,7343,100,2545,OT,WC,,CL,True,10/15/2022,11/02/2022,,,123456789,04/08/1931,M,USA,IA,368,MAN,2288.99,80176.71,8745.23,12,FALL,STRAIN,BACK,01/03/2023,62.0,0.0,0.0,,1,
1000333.314,22WC787036,WC,5791,17,3482,MO,WC,WA,BI,True,11/11/2018,11/14/2018,,,753463610,06/25/1939,F,USA,KS,334,SYS,34888.58,50344.54,634.58,51,SLIP,CONCUSS,WRIST,02/23/2019,101.0,8603.73,878.44,A,0,coverage_code
1000334.742,19WC228710,WC,3326,5,1962,OT,WC,WA,CM,True,02/02/2023,02/06/2023,,,603504922,01/09/1964,F,USA,MO,305,SYS,10286.51,18442.68,4367.74,04,STRUCK,FRACT,HIP,06/05/2023,119.0,0.0,0.0,,0,coverage_code
1000335.937,22WC891127,WC,5302,98,3420,MO,GR,,PD,True,11/13/2022,12/11/2022,,,059149066,11/10/1953,F,USA,WA,366,SYS,8127.44,38129.1,7481.78,51,STRAIN,CONTUS,BACK,03/22/2023,101.0,13371.09,1002.74,A,0,line_code
1000336.338,21WC140481,GL,5494,47,2100,OT,WC,WA,CM,True,02/20/2018,02/24/2018,,,868237272,01/15/1944,M,IND,SD,327,MAN,46941.71,27644.57,6142.25,,,,,,,0.0,0.0,,0,coverage_code
1000337.314,18WC561834,WC,5228,100,4222,MO,WC,,PI,True,07/20/2020,08/10/2020,,,239150631,08/19/1946,F,USA,VA,191,SYS,48764.12,1611.82,8464.82,47,CAUGHT,BURN,BACK,11/08/2020,90.0,15624.87,1151.52,A,1,
1000338.57,24WC962656,AU,7816,10,3629,MO,WC,,BI,False,08/30/2021,09/19/2021,09/27/2022,,000000000,05/05/1931,M,USA,IN,365,HIS,25409.11,58148.65,3506.12,,,,,,,0.0,0.0,,1,
1000339.831,18WC788976,AU,3459,49,4123,OT,WC,,PI,False,08/25/2023,09/13/2023,12/14/2024,,541079947,09/15/1946,F,USA,OR,137,HIS,48873.74,23089.07,3216.68,,,,,,,0.0,0.0,,0,no_rre
1000340.693,21WC868394,WC,6930,11,2441,OT,WC,,PD,True,06/07/2023,06/27/2023,,,848178809,11/19/1943,M,USA,ME,315,SYS,20425.14,50502.59,1569.15,13,STRAIN,CONTUS,WRIST,07/30/2023,33.0,0.0,0.0,,1,
1000341.766,23WC592684,PF,2655,17,4561,MO,WC,,CL,True,11/15/2019,11/18/2019,,,954553088,12/10/1937,M,USA,MI,377,HIS,2261.88,73874.84,3614.08,,,,,,,0.0,0.0,,0,
1000342.409,21WC876677,WC,5740,98,2954,OT,WC,LT,PI,True,09/18/2023,09/21/2023,,02/19/2024,665596216,09/24/1935,F,MEX,IA,143,SYS,28206.57,89730.16,5840.3,47,SLIP,SURGERY,FINGER,01/27/2024,128.0,0.0,0.0,,0,coverage_code
1000343.319,19WC250152,WC,4452,56,3126,MO,WC,ZE,PD,True,02/12/2019,02/24/2019,,09/06/2020,230224727,10/25/1975,M,GBR,GA,170,SYS,37743.24,2735.01,9035.16,51,BURN,BURN,HAND,03/27/2019,31.0,6152.01,480.99,P,0,coverage_code
1000344.732,22WC232307,WC,5833,15,3933,IO,WC,,MP,True,07/14/2023,07/23/2023,,12/12/2023,120461296,12/03/1973,F,USA,MI,180,HIS,25642.21,77704.56,7097.42,42,FALL,INFLAM,KNEE,01/02/2024,163.0,0.0,0.0,,0,claim_type_IO
1000345.318,24WC685283,GL,1583,83,3569,MO,WC,,OT,False,03/21/2022,04/18/2022,04/06/2024,08/12/2023,834248139,11/03/1936,M,USA,CA,371,HIS,8905.75,41815.93,2704.43,,,,,,,0.0,0.0,,1,
1000346.584,23WC465642,WC,9692,86,4908,MO,WC,,PD,False,06/10/2023,06/26/2023,08/30/2024,,303133587,05/14/1958,F,USA,TX,322,SYS,47815.78,66061.29,3541.03,39,MVA,RUPTURE,WRIST,11/08/2023,135.0,0.0,0.0,,1,
